CGPA,TargetCompany,Skills,SkillMatchPct,PlacementProbability,PlacementStatus
7.5,Microsoft,"Kotlin, MongoDB, C++, Django, Software Design, Leadership, C#, Azure, Cloud, Go, Data Analysis",100.0,18.9,Low Chance
6.7,Infosys,"Leadership, SQL, Angular",25.0,48.46,Medium Chance
7.3,Adobe,"NLP, Git, NumPy, MySQL, Pandas, Matplotlib",0.0,0.0,Low Chance
9.6,Apple,"C++, PyTorch, Objective-C, Swift, React, Rust, Jira, Quality Assurance, Communication",100.0,97.61,High Chance
9.8,Apple,"Agile, Terraform, Django, Jenkins",0.0,29.07,Low Chance
5.8,Netflix,"AWS, Microservices, Python, Java, Machine Learning",100.0,17.83,Low Chance
6.8,Meta,"Vue.js, JavaScript, Python, Node.js, NumPy, React, Social Media Tech, Teamwork",100.0,26.21,Low Chance
6.7,Infosys,"NLP, Deep Learning, PostgreSQL",0.0,35.9,Low Chance
7.1,Microsoft,"Jira, Vue.js, Communication, Jenkins",0.0,10.92,Low Chance
7.2,Meta,"Power BI, JavaScript, Python, Node.js, Go, Deep Learning, React, Social Media Tech, Express",100.0,12.19,Low Chance
8.1,TCS,"Power BI, Node.js",0.0,21.47,Low Chance
8.7,Adobe,"UI/UX, C++, Graphics, PostgreSQL, NumPy, Angular, Scrum, Java, Terraform, Data Analysis",100.0,82.32,High Chance
8.2,Oracle,"Tableau, Python, C++, MySQL",0.0,30.22,Low Chance
7.0,Amazon,"Scalability, Leadership, AWS, SQL, Java",100.0,32.58,Low Chance
8.7,TCS,"Power BI, MySQL, PyTorch, Rust, Express",0.0,36.42,Low Chance
8.5,Apple,"C++, PostgreSQL, Go, Spring Boot, Objective-C, Swift, Quality Assurance, Communication, Docker, TensorFlow",100.0,84.08,High Chance
8.9,Meta,"Vue.js, TypeScript, Scikit-Learn, Tableau, C#, Kubernetes",0.0,28.87,Low Chance
7.2,Oracle,"Database Design, Redis, GitHub, Kubernetes, Deep Learning, SQL, Swift, React, Java, Cloud Architecture, Docker, Express",100.0,38.34,Low Chance
8.1,Oracle,"Database Design, SQL, Java, Cloud Architecture, Express",100.0,90.06,High Chance
8.3,Amazon,"Agile, Computer Vision, Problem Solving, Tableau",0.0,28.9,Low Chance
8.7,Netflix,"Tableau, AWS, Microservices, Python, Go, MySQL, Scrum, Java, Machine Learning",100.0,97.41,High Chance
8.4,Apple,"C++, Objective-C, Swift, Quality Assurance, Communication, Matplotlib",100.0,12.06,Low Chance
5.7,Apple,"C++, Objective-C, Swift, Quality Assurance, Communication",100.0,18.31,Low Chance
8.4,IBM,"Power BI, NLP, Git, Python, MySQL, Java",25.0,37.11,Low Chance
7.8,Amazon,"JavaScript, Computer Vision",0.0,48.37,Medium Chance
5.9,Netflix,"Kotlin, TypeScript, GitHub, Azure, SQL, Rust",0.0,11.29,Low Chance
7.4,Adobe,"Scikit-Learn, Teamwork, Kubernetes",0.0,10.23,Low Chance
8.8,Apple,"Spring Boot, Angular, Agile, Java, Machine Learning, Communication",20.0,19.11,Low Chance
7.9,Netflix,"Cassandra, JavaScript, Go",0.0,58.39,Medium Chance
5.8,Google,"Algorithms, C++, GitHub, Python, Machine Learning, Data Analysis",100.0,11.33,Low Chance
6.1,IBM,"Data Science, NLP, Jenkins, AI, Python, Cloud, SQL, Problem Solving",100.0,8.14,Low Chance
8.3,Apple,"C++, GitHub, Objective-C, Swift, Quality Assurance, Communication, Problem Solving",100.0,33.91,Low Chance
7.6,Apple,"C++, Objective-C, Swift, Computer Vision, Quality Assurance, Communication",100.0,14.63,Low Chance
7.7,Meta,"JavaScript, Python, Node.js, React, Social Media Tech",100.0,16.29,Low Chance
5.7,Google,"Cassandra, Azure, C++, PostgreSQL",20.0,7.38,Low Chance
8.6,IBM,"Data Science, AI, Python, Cloud, Deep Learning, SQL, Rust",100.0,95.86,High Chance
7.6,Infosys,"Kotlin, GitHub, Node.js",0.0,23.19,Low Chance
8.7,Amazon,"Scalability, Git, Leadership, AWS, Azure, Go, SQL, Java, Node.js, Matplotlib",100.0,88.79,High Chance
7.3,Amazon,"Scalability, Leadership, AWS, SQL, Java, Data Analysis",100.0,34.49,Low Chance
8.1,TCS,"MongoDB, Python, PyTorch, Angular, Matplotlib",0.0,47.51,Medium Chance
6.6,Infosys,"TypeScript, Leadership, Web Development, SQL, Java, Communication",100.0,100.0,High Chance
5.5,Infosys,"Web Development, SQL, React, Java, Communication",100.0,31.49,Low Chance
6.3,Oracle,"Go, TensorFlow",0.0,11.45,Low Chance
7.3,Netflix,"Tableau, AWS, Microservices, Python, Azure, Spring Boot, Scrum, Java, Machine Learning, GCP, Matplotlib",100.0,6.09,Low Chance
6.4,Adobe,"JavaScript, C++, Docker, Data Analysis",25.0,2.17,Low Chance
7.9,TCS,"Power BI, Git, JavaScript, Leadership, Enterprise Solutions, SQL, Java",100.0,95.1,High Chance
6.8,IBM,"Data Science, Git, AI, GitHub, Python, PostgreSQL, Cloud, Pandas",100.0,43.23,Low Chance
9.0,Netflix,"AWS, Microservices, Python, C#, PyTorch, Spring Boot, React, Scrum, Java, Machine Learning, GCP, Express",100.0,87.47,High Chance
6.9,Google,"Jenkins, GitHub, Deep Learning, Terraform, Matplotlib",0.0,16.99,Low Chance
7.0,Apple,"Tableau, Leadership, MongoDB, C++",20.0,35.16,Low Chance
7.4,Netflix,"Tableau, AWS, Microservices, Python, Java, Terraform, Machine Learning",100.0,10.67,Low Chance
7.8,Netflix,"Jenkins, AWS, Microservices, Python, NumPy, MySQL, Java, Machine Learning",100.0,23.71,Low Chance
6.5,Oracle,"Database Design, Git, C#, Python, SQL, Rust, React, Java, Cloud Architecture",100.0,21.68,Low Chance
8.3,TCS,"JavaScript, AWS, PyTorch, Enterprise Solutions, SQL, Java, Data Analysis",100.0,85.41,High Chance
10.0,Netflix,"AWS, Microservices, Python, React, Java, Machine Learning",100.0,83.06,High Chance
7.9,TCS,"MongoDB, Azure, Problem Solving, Node.js, Docker",0.0,30.27,Low Chance
6.6,Microsoft,"Vue.js, C#, Flask, Communication, Express",20.0,16.52,Low Chance
7.2,Infosys,"Problem Solving, GCP",0.0,22.8,Low Chance
7.3,TCS,"Power BI, C++, PostgreSQL, Docker, GCP, Express",0.0,42.26,Low Chance
7.4,Amazon,"Scalability, Vue.js, Git, Leadership, AWS, SQL, Jira, Java",100.0,8.49,Low Chance
7.6,Adobe,"NLP, Leadership, Kubernetes, Machine Learning, Data Analysis, Docker",0.0,24.96,Low Chance
8.5,Adobe,"Leadership, Scrum, Git",0.0,22.25,Low Chance
8.9,Amazon,"Scalability, Leadership, AWS, SQL, Flask, Java",100.0,83.48,High Chance
9.2,TCS,"Power BI, Redis, C#, Python, MySQL",0.0,35.66,Low Chance
7.5,Apple,"Node.js, Teamwork, Django",0.0,9.37,Low Chance
6.4,Meta,"JavaScript, Python, Node.js, React, Flask, Social Media Tech, Matplotlib",100.0,18.5,Low Chance
9.9,Google,"GitHub, NumPy, Angular, Scrum, Machine Learning",20.0,37.45,Low Chance
6.9,Oracle,"Power BI, Database Design, PostgreSQL, Go, Kubernetes, SQL, Computer Vision, Flask, Java, Cloud Architecture, Machine Learning",100.0,4.0,Low Chance
5.8,Infosys,"NumPy, Web Development, SQL, Java, Communication",100.0,23.36,Low Chance
7.3,Adobe,"Django, JavaScript, Kubernetes, Flask, Matplotlib",0.0,20.55,Low Chance
6.5,Apple,"TensorFlow, Git",0.0,25.32,Low Chance
5.1,Apple,"C++, Objective-C, Swift, Quality Assurance, Communication, GCP",100.0,20.1,Low Chance
5.9,IBM,"MongoDB, Data Science, AI, Python, Cloud",100.0,7.78,Low Chance
7.9,Google,"PostgreSQL, MySQL, Scrum, Teamwork, Matplotlib",0.0,18.85,Low Chance
7.0,Oracle,"Database Design, NumPy, SQL, Java, Cloud Architecture, Teamwork",100.0,38.44,Low Chance
7.4,Google,"Power BI, C++, GitHub, Problem Solving, Terraform, GCP",20.0,38.47,Low Chance
6.9,IBM,"Data Science, AI, C#, Python, Cloud, Cassandra",100.0,43.05,Low Chance
7.9,Oracle,"Database Design, C++, Scikit-Learn, Tableau, GitHub, C#, Spring Boot, SQL, Agile, Java, Cloud Architecture",100.0,78.27,High Chance
6.6,Adobe,"Power BI, GitHub, Vue.js, Agile",0.0,35.68,Low Chance
8.4,Apple,"Vue.js, MongoDB, C#, SQL, Rust, Docker",0.0,39.0,Low Chance
5.6,Apple,"Vue.js, C++, Tableau, GitHub, Objective-C, Swift, Quality Assurance, Communication, Matplotlib",100.0,10.45,Low Chance
8.5,Meta,"Power BI, JavaScript, Leadership, Python, Node.js, React, Social Media Tech",100.0,100.0,High Chance
6.4,Infosys,"Problem Solving, TensorFlow",0.0,43.95,Low Chance
7.2,TCS,"Django, Tableau, JavaScript, Enterprise Solutions, SQL, Pandas, Java, GCP, Matplotlib",100.0,100.0,High Chance
6.6,Google,"JavaScript, SQL, Redis",0.0,27.74,Low Chance
6.8,Amazon,"Kotlin, Rust, Swift, Node.js, Data Analysis",0.0,15.08,Low Chance
7.1,Amazon,"Leadership, GCP, Swift, Problem Solving, Express",20.0,0.0,Low Chance
8.3,Google,"Algorithms, C++, Python, React, Agile, Machine Learning, Data Analysis",100.0,24.25,Low Chance
6.7,Meta,"Power BI, Machine Learning, Go",0.0,18.27,Low Chance
8.5,Microsoft,"MongoDB, GitHub, AWS, Computer Vision, Scrum, Terraform",0.0,22.33,Low Chance
7.6,Infosys,"MongoDB, Deep Learning, Scrum, Agile, Terraform, Problem Solving",0.0,17.27,Low Chance
5.6,Adobe,"UI/UX, C++, Graphics, Jira, Java",100.0,22.08,Low Chance
9.5,Infosys,"Tableau, Spring Boot, TypeScript, Flask",0.0,37.37,Low Chance
9.0,Google,"MongoDB, C++, Redis, NumPy, Computer Vision",20.0,30.53,Low Chance
8.7,Adobe,"Leadership, Redis",0.0,52.24,Medium Chance
5.3,Adobe,"UI/UX, C++, Graphics, PyTorch, Scrum, Java",100.0,13.42,Low Chance
8.4,Google,"Vue.js, Leadership, Python, Pandas, Matplotlib",20.0,24.28,Low Chance
9.5,Apple,"GitHub, AWS, Communication, Docker",20.0,29.98,Low Chance
7.4,TCS,"Cassandra, GitHub, Azure, Django",0.0,36.08,Low Chance
7.7,Apple,"Power BI, TypeScript, GCP",0.0,32.41,Low Chance
8.3,Infosys,"JavaScript, C#, Web Development, SQL, Pandas, Angular, Java, Communication, GCP, TensorFlow",100.0,89.69,High Chance
10.0,Meta,"JavaScript, Leadership, Go, Angular, Problem Solving",20.0,22.86,Low Chance
9.7,Infosys,"JavaScript, GitHub, Azure, Spring Boot",0.0,49.5,Medium Chance
8.0,Adobe,"UI/UX, C++, Graphics, Python, Agile, Java",100.0,90.22,High Chance
6.8,Amazon,"Kotlin, GitHub, Azure, Pandas, Scrum, Problem Solving",0.0,27.77,Low Chance
10.0,Apple,"Redis, C++, Django, Teamwork, Objective-C, Swift, Quality Assurance, Communication, Problem Solving",100.0,89.95,High Chance
9.3,Google,"Power BI, Flask",0.0,31.24,Low Chance
8.7,Google,"Spring Boot, Angular",0.0,29.33,Low Chance
5.9,Apple,"C++, Objective-C, Swift, Quality Assurance, Communication",100.0,13.69,Low Chance
7.3,Google,"Algorithms, C++, Python, Spring Boot, Swift, Node.js, Machine Learning, Data Analysis, GCP",100.0,14.24,Low Chance
6.8,Infosys,"MongoDB, GitHub, NumPy, Spring Boot, Communication, GCP",25.0,17.43,Low Chance
8.1,Google,"Redis, Algorithms, C++, Python, NumPy, PyTorch, Machine Learning, Data Analysis",100.0,23.95,Low Chance
5.4,TCS,"Django, Python, Jira, Node.js, Matplotlib",0.0,30.43,Low Chance
7.3,TCS,"JavaScript, Vue.js, Jenkins",25.0,38.75,Low Chance
10.0,Microsoft,"C++, Software Design, C#, Azure, Cloud, Go, Angular, React, Flask",100.0,88.63,High Chance
6.2,Adobe,"Tableau, Computer Vision, Swift, MySQL",0.0,21.65,Low Chance
8.2,Microsoft,"Jenkins, AWS, PyTorch, Pandas, GCP",0.0,29.29,Low Chance
7.4,TCS,"GitHub, TypeScript",0.0,21.52,Low Chance
5.5,Meta,"JavaScript, Python, Node.js, React, Flask, Social Media Tech",100.0,28.25,Low Chance
7.1,Amazon,"Scikit-Learn, NLP, NumPy, Rust, Terraform",0.0,6.17,Low Chance
7.6,Netflix,"Scikit-Learn, Jenkins, Spring Boot, Pandas, Flask",0.0,19.29,Low Chance
7.7,Amazon,"Scalability, NLP, Leadership, AWS, Azure, Spring Boot, SQL, Java, Data Analysis",100.0,49.21,Medium Chance
8.6,Meta,"C++, Kubernetes, Angular, Java, Teamwork",0.0,46.52,Medium Chance
7.0,Infosys,"Tableau, PostgreSQL, MySQL, Swift, React",0.0,38.12,Low Chance
10.0,IBM,"Power BI, Data Science, AI, GitHub, Python, Cloud, Computer Vision, Scrum, Node.js",100.0,79.9,High Chance
8.2,TCS,"GitHub, C#, PostgreSQL, SQL, Cassandra",25.0,38.97,Low Chance
6.1,Microsoft,"PyTorch, GitHub, AWS, Express",0.0,25.22,Low Chance
5.1,Apple,"Leadership, Python",0.0,0.0,Low Chance
7.8,Apple,"Kotlin, C++, Objective-C, Swift, Quality Assurance, Communication",100.0,5.51,Low Chance
7.6,IBM,"MongoDB, Data Science, Git, AI, Python, Cloud, Agile, Terraform, Machine Learning",100.0,72.8,Medium Chance
8.1,Netflix,"Power BI, Python, Deep Learning, MySQL, Flask, TensorFlow",20.0,18.62,Low Chance
8.5,Apple,"MongoDB, NLP, JavaScript, Pandas, Rust, Matplotlib",0.0,39.6,Low Chance
8.3,Amazon,"Problem Solving, TensorFlow",0.0,51.89,Medium Chance
7.1,Oracle,"Database Design, Jenkins, SQL, Java, Cloud Architecture, Machine Learning",100.0,43.9,Low Chance
7.4,Microsoft,"Terraform, Django, GCP",0.0,11.21,Low Chance
7.4,Google,"Algorithms, C++, Git, Leadership, Python, Pandas, Node.js, Machine Learning, Data Analysis",100.0,21.6,Low Chance
8.7,Adobe,"UI/UX, C++, Graphics, Django, AWS, Spring Boot, Flask, Java",100.0,77.4,High Chance
7.1,TCS,"C++, Git, Tableau, JavaScript, MySQL, Spring Boot, Enterprise Solutions, SQL, Rust, Cassandra, Java, Matplotlib",100.0,89.69,High Chance
6.9,Microsoft,"C++, Software Design, C#, Azure, Cloud, MySQL, Terraform",100.0,13.8,Low Chance
8.5,Adobe,"TypeScript, Jenkins, C#, MySQL, Rust, GCP",0.0,44.09,Low Chance
7.2,Amazon,"Matplotlib, GCP, Go",0.0,39.39,Low Chance
9.9,Netflix,"TypeScript, Jenkins, AWS, SQL, Scrum, Express",20.0,16.15,Low Chance
8.0,Meta,"Redis, JavaScript, GitHub, Python, Node.js, Kubernetes, React, Cassandra, Java, Social Media Tech",100.0,38.18,Low Chance
7.0,Netflix,"Kubernetes, Computer Vision, Scrum, Machine Learning, Problem Solving",20.0,24.93,Low Chance
9.0,Netflix,"Kotlin, AWS, Microservices, Python, Deep Learning, Cassandra, Java, Machine Learning",100.0,100.0,High Chance
6.0,Netflix,"AWS, Microservices, Python, Java, Machine Learning",100.0,21.41,Low Chance
6.0,IBM,"MongoDB, Redis, Data Science, AI, Leadership, Azure, Python, Cloud, GCP, Jira, Terraform, Docker",100.0,16.48,Low Chance
7.4,IBM,"Kotlin, Tableau, Go, SQL, Scrum, Machine Learning",0.0,46.15,Medium Chance
8.0,Apple,"Power BI, AWS, Teamwork, Kubernetes",0.0,18.68,Low Chance
8.6,IBM,"Redis, Data Science, AI, Python, Cloud, Rust, Terraform, GCP",100.0,88.57,High Chance
6.5,Netflix,"Node.js, TypeScript, Django, Go",0.0,27.07,Low Chance
7.5,Oracle,"Database Design, NLP, Deep Learning, NumPy, SQL, Flask, Java, Cloud Architecture, Docker",100.0,100.0,High Chance
6.9,Google,"Algorithms, C++, Python, Machine Learning, Data Analysis",100.0,14.82,Low Chance
9.0,TCS,"Deep Learning, MySQL, PyTorch, Spring Boot, Computer Vision",0.0,40.6,Low Chance
8.8,Apple,"C++, Scikit-Learn, Git, Objective-C, Swift, Pandas, Quality Assurance, Communication",100.0,87.84,High Chance
7.6,TCS,"Kotlin, Django, JavaScript, C#, Go, Enterprise Solutions, SQL, Angular, Java",100.0,85.01,High Chance
9.3,Adobe,"UI/UX, C++, Graphics, Git, Agile, Java, Data Analysis",100.0,76.49,High Chance
8.3,Adobe,"UI/UX, TypeScript, C++, Graphics, Pandas, Java, Matplotlib",100.0,73.1,Medium Chance
7.3,Netflix,"AWS, Microservices, Python, Go, Flask, Java, Machine Learning",100.0,30.02,Low Chance
7.4,TCS,"Power BI, Terraform, NumPy",0.0,31.64,Low Chance
6.2,IBM,"Data Science, Git, AI, Python, Deep Learning, Cloud, Jira",100.0,28.12,Low Chance
7.0,TCS,"Kotlin, JavaScript, Go, Swift, React",25.0,42.59,Low Chance
8.0,Apple,"Azure, Scikit-Learn, Jenkins, MySQL",0.0,38.33,Low Chance
8.7,IBM,"TypeScript, Data Science, Jenkins, AI, GitHub, Python, Cloud, Kubernetes, SQL, Pandas, React",100.0,87.24,High Chance
8.1,Meta,"C++, Jenkins, AWS, C#, Node.js, Teamwork",20.0,50.68,Medium Chance
8.4,Adobe,"UI/UX, MongoDB, C++, Graphics, Deep Learning, Computer Vision, Agile, Java, Data Analysis, GCP, Express",100.0,84.67,High Chance
6.1,TCS,"Git, JavaScript, Enterprise Solutions, SQL, Flask, Java",100.0,29.2,Low Chance
8.8,Apple,"C++, C#, Kubernetes, Objective-C, Swift, Rust, React, Quality Assurance, Terraform, Communication",100.0,99.26,High Chance
6.5,Apple,"Agile, Swift, Python",20.0,14.28,Low Chance
8.9,Microsoft,"Kotlin, C++, Scikit-Learn, Software Design, C#, Azure, Cloud, Go, NumPy, Swift",100.0,94.12,High Chance
7.7,IBM,"TypeScript, Redis, Data Science, Jenkins, AI, GitHub, Python, Cloud, Jira, Node.js, Docker, TensorFlow",100.0,81.28,High Chance
7.7,Oracle,"Git, Flask, Cassandra, Agile, GCP",0.0,25.01,Low Chance
6.9,Google,"Terraform, TypeScript, React, NumPy",0.0,23.71,Low Chance
6.4,TCS,"Scikit-Learn, JavaScript, Enterprise Solutions, SQL, Java",100.0,49.36,Medium Chance
6.8,Microsoft,"Node.js, Kubernetes, Scrum, NLP",0.0,31.69,Low Chance
6.5,TCS,"Cassandra, Redis, Computer Vision",0.0,30.0,Low Chance
6.3,Netflix,"Kotlin, Tableau, AWS, Microservices, Python, Java, Machine Learning",100.0,10.88,Low Chance
6.7,TCS,"Terraform, Django",0.0,35.08,Low Chance
8.7,Apple,"Flask, TensorFlow",0.0,42.53,Low Chance
6.0,Infosys,"Agile, Scikit-Learn, Computer Vision, Data Analysis",0.0,27.33,Low Chance
7.6,Netflix,"Jenkins, NLP, Tableau, Git, React, TensorFlow",0.0,16.45,Low Chance
6.6,TCS,"TypeScript, JavaScript, Enterprise Solutions, SQL, Problem Solving, Java, Node.js, GCP, Matplotlib",100.0,91.39,High Chance
7.5,Google,"Power BI, TypeScript",0.0,14.22,Low Chance
6.1,TCS,"Kotlin, Vue.js, MongoDB, NumPy, Terraform, Docker",0.0,30.29,Low Chance
9.2,Adobe,"Redis, Jenkins, PostgreSQL, Cassandra, Java, Express",25.0,33.46,Low Chance
7.8,Meta,"Kotlin, NLP, JavaScript, GitHub, Python, Node.js, Go, Rust, React, Social Media Tech, Matplotlib",100.0,16.09,Low Chance
7.4,Infosys,"PostgreSQL, Web Development, Spring Boot, SQL, Angular, Flask, Java, Communication, GCP",100.0,90.77,High Chance
7.2,TCS,"JavaScript, Node.js, Git, Leadership",25.0,14.39,Low Chance
5.7,Amazon,"Power BI, AWS, Azure, Data Analysis, Agile, Teamwork",20.0,3.88,Low Chance
7.9,Apple,"Redis, C++, Jenkins, TypeScript, GitHub, Objective-C, Swift, Jira, Quality Assurance, Terraform, Communication",100.0,11.29,Low Chance
7.6,Oracle,"Database Design, PostgreSQL, SQL, Flask, Java, Cloud Architecture, Machine Learning, Matplotlib",100.0,94.93,High Chance
6.1,IBM,"Data Science, AI, Python, Cloud, Communication",100.0,2.0,Low Chance
7.9,Microsoft,"C++, Software Design, C#, Azure, Cloud, NumPy",100.0,45.11,Medium Chance
8.7,Infosys,"Redis, Scikit-Learn, Teamwork, Leadership, Web Development, GCP, SQL, Java, Communication, Problem Solving",100.0,99.28,High Chance
6.7,Infosys,"Power BI, Jenkins, Teamwork, JavaScript, Web Development, SQL, Computer Vision, Agile, Java, Node.js, Communication, GCP",100.0,75.5,High Chance
6.6,Oracle,"TypeScript, Tableau, GitHub, Azure, Matplotlib",0.0,0.29,Low Chance
5.9,Amazon,"Scalability, Leadership, AWS, JavaScript, Azure, SQL, Cassandra, Java",100.0,33.21,Low Chance
7.5,Meta,"Django, Tableau, JavaScript, Python, Node.js, Swift, React, Social Media Tech",100.0,22.98,Low Chance
6.7,Microsoft,"C++, Software Design, C#, Azure, Cloud, Java",100.0,28.16,Low Chance
8.8,Google,"MongoDB, Algorithms, C++, AWS, Python, Go, SQL, Rust, Machine Learning, Data Analysis, Problem Solving",100.0,76.55,High Chance
5.8,Adobe,"Redis, Pandas, Communication",0.0,19.19,Low Chance
8.0,Google,"Algorithms, C++, NLP, Python, PostgreSQL, MySQL, Communication, SQL, Terraform, Machine Learning, Data Analysis",100.0,13.35,Low Chance
8.4,Amazon,"Scalability, Django, Leadership, AWS, SQL, Java, Communication",100.0,82.34,High Chance
6.6,Microsoft,"C++, Azure, Rust, Cassandra, Jira, GCP",40.0,24.49,Low Chance
8.3,Google,"Algorithms, C++, Django, Jenkins, JavaScript, Python, NumPy, Computer Vision, Machine Learning, Data Analysis, GCP",100.0,40.65,Low Chance
9.8,IBM,"Scikit-Learn, Data Science, AI, Python, Cloud, SQL",100.0,75.92,High Chance
7.6,Microsoft,"Redis, Tableau, AWS, Flask, Java",0.0,46.01,Medium Chance
8.2,IBM,"Power BI, Vue.js, MongoDB, Data Science, NLP, Jenkins, AI, Python, Cloud, Deep Learning, Machine Learning, Docker",100.0,92.02,High Chance
8.7,Meta,"JavaScript, Python, Node.js, React, Social Media Tech",100.0,94.43,High Chance
8.7,Apple,"JavaScript, Machine Learning, Data Analysis, Kubernetes",0.0,35.54,Low Chance
8.5,Oracle,"Database Design, NumPy, SQL, Java, Cloud Architecture",100.0,89.03,High Chance
7.3,Oracle,"Database Design, GitHub, Go, SQL, Computer Vision, Java, Cloud Architecture, Problem Solving, Express",100.0,33.79,Low Chance
7.9,Google,"Scikit-Learn, PostgreSQL, Pandas, Rust, Scrum, TensorFlow",0.0,4.66,Low Chance
8.1,Oracle,"Power BI, Go, Pandas, Cassandra, Data Analysis",0.0,44.02,Low Chance
7.7,TCS,"Leadership, PostgreSQL, Flask, MySQL",0.0,39.33,Low Chance
5.0,Google,"Rust, MySQL",0.0,19.99,Low Chance
10.0,Infosys,"Power BI, Redis, TypeScript, Scikit-Learn, NLP, Azure, Deep Learning, Web Development, SQL, Java, Communication, Matplotlib",100.0,82.79,High Chance
8.1,Infosys,"Vue.js, Web Development, SQL, Scrum, Java, Communication, GCP",100.0,90.93,High Chance
7.2,IBM,"C#, Kubernetes, NumPy",0.0,44.9,Low Chance
6.6,Amazon,"Scalability, TypeScript, NLP, Tableau, Leadership, AWS, SQL, Java, Machine Learning",100.0,0.0,Low Chance
5.7,Netflix,"Git, AWS, Microservices, Python, MySQL, Flask, Scrum, Java, Machine Learning",100.0,27.04,Low Chance
8.9,Microsoft,"C++, Software Design, C#, Azure, Cloud, Cassandra, Express",100.0,99.21,High Chance
8.2,Amazon,"Scalability, Vue.js, Jenkins, Leadership, AWS, MySQL, SQL, Jira, Java, Data Analysis",100.0,96.46,High Chance
8.0,Oracle,"Database Design, Jenkins, SQL, Angular, Flask, Cassandra, Java, Cloud Architecture",100.0,84.67,High Chance
7.5,Microsoft,"Redis, Kubernetes, Deep Learning, Communication, Teamwork",0.0,14.18,Low Chance
7.7,Oracle,"Communication, Scikit-Learn",0.0,33.88,Low Chance
8.4,TCS,"Git, JavaScript, GitHub, Enterprise Solutions, SQL, Java",100.0,85.68,High Chance
7.3,TCS,"Communication, Spring Boot, Python, Angular",0.0,37.51,Low Chance
8.2,Oracle,"Power BI, Database Design, MongoDB, Git, Deep Learning, SQL, Computer Vision, Cassandra, Java, Cloud Architecture",100.0,100.0,High Chance
7.8,TCS,"Java, TensorFlow",25.0,56.14,Medium Chance
8.7,Netflix,"Vue.js, Tableau, C#, Angular, Cassandra, Communication",0.0,43.24,Low Chance
6.4,Google,"Algorithms, C++, GitHub, Python, Deep Learning, PyTorch, Agile, Machine Learning, Data Analysis",100.0,8.15,Low Chance
6.8,Infosys,"NLP, Web Development, SQL, Java, Communication, Express",100.0,82.78,High Chance
6.5,Microsoft,"C++, Software Design, C#, Azure, Cloud, Machine Learning",100.0,25.03,Low Chance
8.2,Meta,"Communication, Terraform, Angular",0.0,29.69,Low Chance
7.3,Meta,"Terraform, TypeScript, Matplotlib",0.0,18.47,Low Chance
9.5,Apple,"TypeScript, C++, Tableau, C#, PostgreSQL, Objective-C, Swift, Cassandra, Quality Assurance, Communication",100.0,87.93,High Chance
6.4,IBM,"Data Science, AI, GitHub, Python, Cloud",100.0,34.14,Low Chance
6.0,IBM,"Power BI, Kotlin, Scikit-Learn, Data Science, AI, Leadership, Python, Cloud, Rust",100.0,18.28,Low Chance
8.5,IBM,"Data Science, AI, Python, Cloud, Swift, Flask",100.0,83.06,High Chance
5.4,Amazon,"Deep Learning, PostgreSQL, NumPy, Computer Vision, React, Rust",0.0,15.01,Low Chance
8.1,Infosys,"NumPy, Redis, GCP, Scrum",0.0,25.98,Low Chance
7.6,IBM,"Kotlin, GitHub, Swift, React, Data Analysis",0.0,50.69,Medium Chance
6.5,TCS,"Vue.js, AWS, Computer Vision, Problem Solving",0.0,43.74,Low Chance
8.4,Microsoft,"Vue.js, C++, Software Design, C#, Azure, Cloud, Data Analysis, Matplotlib",100.0,81.36,High Chance
8.2,Google,"SQL, Kubernetes, Matplotlib",0.0,24.12,Low Chance
7.6,TCS,"Kotlin, NLP, C#, PostgreSQL, GCP, Matplotlib",0.0,36.01,Low Chance
9.3,Microsoft,"Tableau, MySQL, Rust, Cassandra, Express",0.0,12.1,Low Chance
6.1,Meta,"Agile, Kotlin, React, Matplotlib",20.0,28.63,Low Chance
8.7,Oracle,"Database Design, Node.js, SQL, Scrum, Agile, Java, Cloud Architecture, Docker, Express",100.0,88.53,High Chance
6.6,Infosys,"JavaScript, AWS, Data Analysis",0.0,48.3,Medium Chance
5.3,Google,"Algorithms, C++, C#, Python, Pandas, Machine Learning, Data Analysis, GCP",100.0,1.64,Low Chance
7.8,Meta,"Vue.js, TypeScript, Git, Machine Learning, Problem Solving",0.0,46.9,Medium Chance
6.5,Adobe,"UI/UX, C++, Graphics, PostgreSQL, Spring Boot, React, Java, Communication",100.0,36.02,Low Chance
8.4,Adobe,"UI/UX, Kotlin, C++, Graphics, Django, Docker, Rust, Flask, Scrum, Java, GCP, Express",100.0,84.41,High Chance
9.1,Amazon,"Scalability, Scikit-Learn, Leadership, AWS, GitHub, Python, PyTorch, SQL, Cassandra, Java, Terraform, Express",100.0,96.51,High Chance
6.6,Meta,"Leadership, Rust, TensorFlow",0.0,21.0,Low Chance
8.0,Oracle,"Kotlin, Database Design, Python, SQL, React, Java, Cloud Architecture, Communication, Matplotlib",100.0,89.84,High Chance
8.0,Netflix,"TypeScript, AWS, Microservices, Python, Java, Machine Learning",100.0,84.52,High Chance
6.3,TCS,"Kotlin, Redis, GitHub, PostgreSQL, MySQL, React",0.0,34.81,Low Chance
7.9,Amazon,"Spring Boot, GitHub, MySQL",0.0,16.15,Low Chance
8.4,Microsoft,"Agile, Pandas, Machine Learning",0.0,14.9,Low Chance
